Store_ID,ItemNum,AltSKU
1001,076183163573,076183202074
1001,076183163566,076183202012
1001,076150721058,076150721041
1001,076150721058,076150232233
1001,076150721058,076150232066
1001,073854008089,073854000922
1001,073360709494,613008735432
1001,073360709258,613008735418
1001,073010514096,078300084808
1001,073010514096,073010214095
1001,071990095161,071990095062
1001,071817000378,071817000378
1001,071649396502,071649119408
1001,071610300064,071610301801
1001,071610300026,071610301924
1001,071439005003,071439006017
1001,071146010147,071146010154
1001,070662030110,041789001437
1001,070662030073,041789001215
1001,070602439003,070602469000
1001,070334003046,070334003558
1001,070330617667,783147385529
1001,070330617667,070330633254
1001,070330617667,070330632714
1001,070330617667,070330622401
1001,070330617667,070330621459
1001,070330617667,070330620957
1001,070330617667,070330618534
1001,070330617667,070330610804
1001,070330617667,070330610767
1001,070330617667,070330604599
1001,070158000054,873750619750
1001,070158000054,070158572483
1001,070137100188,070137444398
1001,059280202543,229720
1001,058000070738,078000050738
1001,052000328684,052000208054
1001,052000328660,052000208115
1001,052000328660,052000208061
1001,052000324860,052000208085
1001,052000324822,052000208429
1001,052000324815,052000208443
1001,052000324815,052000104127
1001,051000042859,051000138019
1001,050700557151,050700557137
1001,050037014501,050037084405
1001,049000052343,049000059892
1001,049000051537,049000053418
1001,049000051162,049000024692
1001,049000051155,049000026603
1001,049000051155,049000024685
1001,049000017021,049000050271
1001,049000016352,049000050264
1001,049000016321,049000050257
1001,047995855253,047995855253
1001,047995855093,047995899523
1001,047995855093,047995899448
1001,047995855086,047995899400
1001,047995855086,047995855017
1001,047677229617,047677474192
1001,045529987692,045529988743
1001,045529987678,045529988729
1001,045529559110,045529589254
1001,045529556867,045529556676
1001,045529556843,045529556669
1001,045529556232,045529556706
1001,045529556201,045529556690
1001,044622040891,044622080200
1001,044622040891,044622080194
1001,044622040891,044622080187
1001,044600717005,044600304854
1001,044600717005,023857900606
1001,044000037420,019320015465
1001,042000240000,042000445108
1001,041800481002,041800319121
1001,041778821732,429641
1001,038200000919,038200000117
1001,037900990162,037900990025
1001,037000802358,037000137559
1001,037000377146,037000240990
1001,037000377122,038000845024
1001,037000377122,037000230113
1001,037000377061,038000844973
1001,037000377061,037000230069
1001,037000230045,038000845000
1001,037000229964,038000844966
1001,037000109112,037000232391
1001,037000018964,038000845017
1001,037000018964,037000230151
1001,036602074675,792554701785
1001,036602074507,792554701716
1001,036600828010,036600828096
1001,036600813313,036600813337
1001,031200200075,031200366276
1001,031200200075,031200230270
1001,028400157759,028400239820
1001,028400039246,028400156004
1001,028400039208,028400239882
1001,028400039208,028400157483
1001,028400039178,028400157865
1001,028400039161,028400239851
1001,028400039161,028400157841
1001,028400039130,028400239813
1001,028400039130,028400157506
1001,028400038775,028400156370
1001,028400038751,028400156363
1001,028400038676,028400156097
1001,028400038546,028400156073
1001,028400034180,028400160131
1001,028400033459,028400160148
1001,028200305329,028200305220
1001,028200305022,028200304728
1001,028200304629,028200304421
1001,028200304223,286262
1001,028200303622,028200304926
1001,028200301727,028200301925
1001,028000748586,028000895044
1001,028000504205,028000895037
1001,028000246303,028000772123
1001,028000245702,028000748586
1001,028000245702,028000515751
1001,028000201180,053859201180
1001,027200366026,071737981047
1001,024100203628,024100191345
1001,022918040770,766150125238
1001,022652191318,022652191462
1001,022652191318,022652191448
1001,022600642039,022600642053
1001,016900010728,016900010728
1001,016900010728,016900001009
1001,016000166097,016000166196
1001,014113911856,014113912631
1001,014054330372,014054320373
1001,012894868017,012354000681
1001,012300367370,012300201148
1001,012300367318,012300200677
1001,012300265707,012300356916
1001,012000033421,012000030864
1001,012000021367,319902
1001,009800123018,009800190034
